br_database_id,slug,filing_office_address,reason
2252382,mi/dexter/city-executive-mayor,"3515 Broad Street, Dexter, MI 48130","BallotReady filing address (8123 Main Street, 2nd Floor) is wrong; correct Dexter city offices address confirmed by the MI filing office (DATA-2019)"
