state,county,city,precinct,l2_district_type,l2_district_name,source
CA,LOS ANGELES,,EAST LOS ANGELES-0092,Unified_School_SubDistrict,MONTEBELLO USD TA 4,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0001,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0002,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0003,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0004,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0005,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0007,Unified_School_SubDistrict,MONTEBELLO USD TA 4,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0008,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0009,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0010,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0011,Unified_School_SubDistrict,MONTEBELLO USD TA 4,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0012,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0013,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0014,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0015,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0016,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0017,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0018,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0019,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0020,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0021,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0022,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0023,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0024,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0025,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0026,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0028,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0029,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0030,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0031,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0032,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0033,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0034,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0035,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0036,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0037,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0038,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0039,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0040,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0041,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0042,Unified_School_SubDistrict,MONTEBELLO USD TA 4,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0043,Unified_School_SubDistrict,MONTEBELLO USD TA 4,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0044,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0045,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0046,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0047,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0048,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0051,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0052,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0055,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0058,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0065,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0066,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0074,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0075,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0090,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0091,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0092,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEBELLO-0093,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0023,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0024,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0025,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0026,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0027,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0028,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0030,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0033,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0035,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0036,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0042,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0051,Unified_School_SubDistrict,MONTEBELLO USD TA 2,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,MONTEREY PARK-0052,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,PICO RIVERA-0017,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,PICO RIVERA-0051,Unified_School_SubDistrict,MONTEBELLO USD TA 3,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,ROSEMEAD-0019,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0002,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0003,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0004,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0005,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0006,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0007,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0008,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0010,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0012,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0014,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0030,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0032,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0033,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
CA,LOS ANGELES,,SOUTH SAN GABRIEL-0035,Unified_School_SubDistrict,MONTEBELLO USD TA 1,https://data.lacounty.gov/datasets/registrar-recorder-precincts-with-district-names
