br_person_id,suppress_image,reason
857632,true,"Reported 2026-08-27 through the site contact form: the published headshot is not the candidate, and leaving it up exposes whoever is actually pictured. BallotReady person 857632 is Mike Caldwell, Custer County Attorney (MT); both BallotReady channels were still serving the image on 2026-08-31, so suppressing our copy is the only control we hold. Reported upstream to BallotReady."
